#,id,student_id,name,age,gender,is_smoker,weekday_sleep_time,weekday_wake_time,weekend_sleep_time,weekend_wake_time,goes_home_on_weekend,late_night_return_frequency,drinking_frequency,noise_sensitivity,call_frequency,snores,prefers_same_major,major_name,cleaning_frequency,personality_extroversion,weight_lifestyle_rhythm,weight_noise,weight_major,weight_cleaning,weight_age,weight_personality,is_matched,matched_room_id,created_at,updated_at
410,,,이소윤,23,여,True,03,10,00,11,False,4,2,2,5,1,True,콘텐츠소프트웨어학과,3,0,82,16,18,2,51,34,,,,
411,,,양예준,27,남,False,00,10,02,07,False,2,0,4,6,0,True,우주항공시스템학부 지능형드론융합전공,2,1,42,56,4,92,22,82,,,,
412,,,윤준우,21,남,False,00,07,00,07,False,4,2,2,7,0,True,경영학부,6,1,53,21,24,93,77,84,,,,
413,,,한승민,23,남,True,22,10,,,True,5,0,1,7,1,True,지능정보융합학과,6,1,51,82,81,85,59,96,,,,
414,,,김재윤,28,남,True,00,06,03,11,False,4,0,5,7,0,True,글로벌인재학부 한국언어문화전공,4,0,75,40,96,93,71,56,,,,
415,,,김시우,23,남,True,23,07,23,07,False,1,6,5,5,1,False,글로벌조리학과,2,1,97,40,86,71,93,44,,,,
416,,,김소윤,21,여,False,03,11,22,08,False,0,4,3,3,1,False,생명시스템학부 바이오산업자원공학전공,2,0,79,77,68,0,16,74,,,,
417,,,김유나,23,여,False,01,06,,,True,5,5,4,6,0,True,생명시스템학부 바이오산업자원공학전공,1,0,24,24,62,18,99,41,,,,
418,,,남유나,27,여,False,01,10,,,True,4,2,4,6,0,False,자유전공학부,1,1,63,1,64,94,7,57,,,,
419,,,김승민,21,남,True,23,09,02,07,False,5,0,2,1,0,True,영화예술학과,6,0,83,27,85,73,37,28,,,,
420,,,이예은,24,여,False,00,06,,,True,4,2,2,1,0,True,우주항공시스템학부 항공시스템공학전공,4,1,58,65,31,27,74,70,,,,
421,,,이건우,28,남,False,00,11,02,07,False,6,1,4,7,1,True,국제학부 영어데이터융합전공,6,0,98,100,26,74,98,52,,,,
422,,,장서준,24,남,False,02,09,,,True,1,0,4,5,1,True,역사학과,5,1,58,31,51,45,7,66,,,,
423,,,문서윤,25,여,False,03,10,02,09,False,7,4,2,2,1,True,호텔외식관광프랜차이즈경영학과,2,0,65,91,93,24,26,74,,,,
424,,,서채원,27,여,False,03,07,23,06,False,0,3,4,7,0,False,호텔관광외식경영학부 호텔관광경영학전공,4,0,57,13,93,15,43,4,,,,
425,,,이지우,21,여,False,02,08,,,True,4,2,1,3,1,False,컴퓨터공학과,2,1,55,78,79,58,71,71,,,,
426,,,김하윤,25,여,True,00,07,01,10,False,1,1,4,3,1,True,우주항공시스템학부 지능형드론융합전공,4,0,87,80,85,47,48,66,,,,
427,,,이지우,22,여,False,01,11,22,08,False,7,2,2,3,0,True,지능정보융합학과,3,1,99,94,83,30,5,39,,,,
428,,,윤지민,23,여,False,02,08,23,09,False,4,0,4,6,0,False,우주항공시스템학부 우주항공공학전공,6,0,79,49,63,51,54,84,,,,
429,,,송민준,26,남,True,22,07,,,True,3,4,5,3,0,False,글로벌인재학부 한국언어문화전공,3,0,50,92,57,76,42,86,,,,
430,,,황승현,25,남,True,00,11,02,11,False,4,5,1,1,1,False,건축학과,6,1,91,0,88,7,50,99,,,,
431,,,민하윤,25,여,False,03,10,00,07,False,5,3,2,3,0,False,글로벌인재학부 국제통상전공,6,0,85,1,48,12,82,100,,,,
432,,,김승현,22,남,True,00,09,01,06,False,4,0,5,7,1,True,건축공학과,5,0,7,96,21,61,74,99,,,,
433,,,지시윤,27,남,False,00,08,23,10,False,7,4,3,1,1,False,지구자원시스템공학과,7,1,44,7,73,16,17,85,,,,
434,,,안소윤,27,여,False,22,06,03,06,False,6,5,1,1,0,False,생명시스템학부 식품생명공학전공,7,1,39,72,25,63,63,46,,,,
435,,,이하윤,21,여,False,03,09,,,True,5,1,3,4,0,False,국제학부 일어일문학전공,3,0,78,38,35,82,66,26,,,,
436,,,김예은,27,여,False,01,09,01,09,False,0,7,3,6,1,True,컴퓨터공학과,1,1,1,18,10,99,68,49,,,,
437,,,김시윤,24,남,False,23,11,,,True,4,5,4,5,0,False,미디어커뮤니케이션학과,6,0,38,74,12,82,88,41,,,,
438,,,김하준,21,남,True,22,06,23,07,False,7,7,5,6,1,False,AI융합전자공학과,1,1,79,38,78,37,59,71,,,,
439,,,송유나,25,여,False,02,10,23,10,False,4,4,5,5,0,False,반도체시스템공학과,4,0,84,59,88,41,0,59,,,,
440,,,곽소윤,21,여,False,01,10,00,10,False,0,0,5,1,0,True,음악과,7,0,3,96,14,88,100,38,,,,
441,,,김지민,27,여,True,03,10,,,True,2,2,2,2,1,True,인공지능데이터사이언스학과,6,1,37,91,73,8,36,83,,,,
442,,,김예준,21,남,False,01,10,22,11,False,2,4,1,3,1,False,우주항공시스템학부 우주항공공학전공,4,1,7,92,87,72,97,81,,,,
443,,,배지훈,26,남,False,03,11,01,08,False,1,4,3,1,0,True,사이버국방학과,4,1,31,62,11,58,74,40,,,,
444,,,최수아,24,여,False,03,09,22,10,False,0,4,3,5,0,True,호텔관광외식경영학부 외식경영학전공,3,1,54,99,41,14,13,10,,,,
445,,,이도윤,25,남,False,03,07,00,10,False,1,7,3,2,1,True,건설환경공학과,5,0,65,93,33,85,93,31,,,,
446,,,이채원,27,여,False,02,10,23,08,False,4,4,1,4,0,True,글로벌인재학부 국제협력전공,5,0,17,97,8,68,12,22,,,,
447,,,김나연,22,여,False,22,07,,,True,3,3,1,6,1,False,호텔관광외식경영학부 외식경영학전공,3,1,84,85,62,0,88,77,,,,
448,,,이민준,25,남,False,01,11,01,07,False,4,6,4,1,0,False,국제학부 일어일문학전공,3,0,37,61,91,85,27,17,,,,
449,,,배시우,26,남,True,23,11,23,09,False,4,6,2,6,1,False,글로벌인재학부 국제통상전공,3,0,34,25,23,93,34,50,,,,
450,,,최소윤,21,여,False,01,10,03,09,False,7,4,5,2,0,False,자유전공학부,4,1,74,12,88,98,82,52,,,,
451,,,차소윤,26,여,False,22,08,,,True,5,4,4,4,1,True,교육학과,3,1,76,34,14,38,80,5,,,,
452,,,한지안,22,여,False,00,09,03,09,False,4,7,2,7,0,True,생명시스템학부 바이오산업자원공학전공,6,0,95,12,7,66,16,71,,,,
453,,,박서준,27,남,True,00,10,,,True,2,2,1,7,1,True,사이버국방학과,7,0,32,92,24,84,32,68,,,,
454,,,이나연,27,여,True,02,09,02,10,False,5,4,4,5,1,True,물리천문학과,4,1,85,7,61,5,76,1,,,,
455,,,곽민수,27,남,False,23,11,,,True,3,0,2,3,0,False,글로벌인재학부 국제협력전공,7,1,13,61,36,24,49,22,,,,
456,,,김은서,22,여,False,01,07,02,11,False,5,4,2,6,0,True,화학과,1,1,26,90,96,63,36,32,,,,
457,,,이예린,26,여,False,22,10,03,09,False,5,4,1,4,0,True,우주항공시스템학부 지능형드론융합전공,4,0,78,51,83,55,59,15,,,,
458,,,이예준,25,남,False,22,10,01,08,False,4,4,3,2,0,True,미디어커뮤니케이션학과,6,1,19,89,7,70,67,81,,,,
459,,,주유준,28,남,False,03,09,01,06,False,0,1,5,3,1,True,반도체시스템공학과,4,1,5,79,48,67,42,87,,,,
460,,,김도윤,26,남,False,03,08,,,True,1,5,4,1,1,True,행정학과,5,1,39,45,43,35,94,40,,,,
461,,,김예린,27,여,False,23,07,02,10,False,3,3,5,2,1,False,국제학부 중국통상학전공,3,0,19,15,3,38,61,47,,,,
462,,,송유나,21,여,True,02,07,03,08,False,6,1,3,7,0,True,건축공학과,5,0,44,14,64,67,40,5,,,,
463,,,이현우,23,남,False,23,07,02,07,False,0,3,2,5,0,False,우주항공시스템학부 항공시스템공학전공,5,0,36,16,78,8,53,13,,,,
464,,,김지후,23,남,False,02,08,,,True,1,1,3,5,0,False,생명시스템학부 바이오융합공학전공,1,1,98,77,84,17,92,85,,,,
465,,,강시우,23,남,True,02,07,02,08,False,3,4,5,3,1,False,정보보호학과,3,1,84,92,7,76,94,13,,,,
466,,,박지후,21,남,False,23,06,22,11,False,1,0,1,7,1,True,음악과,3,1,40,96,98,68,30,54,,,,
467,,,김서윤,23,여,True,22,06,01,08,False,3,3,5,5,1,True,창의소프트학부 디자인이노베이션전공,1,0,81,74,75,23,40,44,,,,
468,,,윤지우,26,여,True,01,07,23,08,False,2,7,2,1,0,True,건축공학과,5,0,54,62,2,26,83,66,,,,
469,,,한대현,20,남,False,01,07,,,True,2,0,5,4,0,False,정보보호학과,3,0,75,32,62,47,88,76,,,,
470,,,신유나,22,여,False,23,11,22,07,False,4,2,5,6,1,False,회화과,6,0,3,60,78,16,4,46,,,,
471,,,김서윤,21,여,False,23,07,02,09,False,6,2,4,7,0,True,AI로봇학과,3,1,36,5,90,34,66,34,,,,
472,,,김건우,21,남,False,23,10,,,True,5,1,3,3,0,False,물리천문학과,6,1,38,74,23,97,96,90,,,,
473,,,박하준,28,남,True,23,09,,,True,2,4,4,1,0,True,체육학과,3,0,48,80,38,30,23,75,,,,
474,,,김지훈,27,남,True,01,09,03,07,False,1,5,3,2,0,True,화학과,5,0,77,41,4,32,94,42,,,,
475,,,황도윤,22,남,True,02,10,02,11,False,0,3,2,7,1,True,양자원자력공학과,5,1,66,32,22,72,71,20,,,,
476,,,안승현,24,남,False,22,09,00,06,False,6,6,5,2,0,True,국방시스템공학과,3,0,79,69,9,26,94,53,,,,
477,,,김예준,21,남,False,22,11,02,10,False,4,5,4,6,0,True,영화예술학과,5,0,91,44,31,78,42,39,,,,
478,,,나수아,22,여,False,23,10,,,True,5,0,4,2,0,True,음악과,3,1,9,45,40,60,9,77,,,,
479,,,권은서,23,여,True,03,09,02,09,False,2,6,2,5,1,True,글로벌조리학과,5,1,25,16,52,72,37,95,,,,
480,,,박민준,24,남,True,23,09,00,07,False,3,0,5,1,1,False,패션디자인학과,1,1,5,6,3,56,18,45,,,,
481,,,김민준,26,남,True,02,11,01,06,False,1,2,3,1,1,False,경영학부,3,1,97,77,7,36,11,71,,,,
482,,,문은서,25,여,True,22,08,03,09,False,0,2,3,5,1,False,건축학과,4,1,78,63,57,18,14,18,,,,
483,,,조예린,20,여,False,22,06,,,True,2,4,2,2,0,True,생명시스템학부 식품생명공학전공,7,0,88,1,44,34,8,67,,,,
484,,,김예은,24,여,True,23,08,,,True,2,1,2,3,0,True,화학과,1,1,61,2,33,9,54,41,,,,
485,,,김재윤,25,남,False,01,10,03,07,False,7,5,4,4,1,True,양자원자력공학과,5,1,63,64,27,9,19,99,,,,
486,,,김은우,20,남,True,02,07,02,06,False,7,2,4,2,0,False,건설환경공학과,5,0,85,0,56,15,31,5,,,,
487,,,강서연,21,여,False,02,08,00,11,False,2,7,4,3,0,True,패션디자인학과,4,1,36,95,70,88,20,43,,,,
488,,,박지후,28,남,False,22,06,22,10,False,6,1,5,3,1,True,나노신소재공학과,5,1,12,51,80,70,64,84,,,,
489,,,김지훈,27,남,False,03,11,,,True,5,5,2,3,0,False,패션디자인학과,7,0,7,80,12,20,56,84,,,,
490,,,김예은,28,여,True,23,10,22,09,False,1,3,1,7,1,True,무용과,2,1,56,49,27,35,20,39,,,,
491,,,김은서,26,여,True,02,06,,,True,5,4,5,2,1,True,미디어커뮤니케이션학과,2,1,79,42,21,13,49,94,,,,
492,,,오지안,20,여,True,03,09,,,True,1,1,3,2,0,True,음악과,4,0,38,78,75,12,77,4,,,,
493,,,성예린,26,여,True,22,07,22,09,False,4,1,2,5,1,False,글로벌인재학부 한국언어문화전공,7,1,71,41,12,96,45,65,,,,
494,,,오채원,22,여,True,03,06,03,09,False,2,3,3,2,1,False,법학과,1,0,15,47,70,69,26,55,,,,
495,,,류도윤,26,남,False,02,10,02,09,False,7,5,4,5,1,False,국제학부 영어데이터융합전공,3,0,80,18,96,16,38,60,,,,
496,,,이도윤,21,남,False,23,10,00,07,False,2,5,5,7,1,True,컴퓨터공학과,3,0,57,12,56,35,79,67,,,,
497,,,박유나,26,여,False,22,06,,,True,4,4,1,6,1,True,지능정보융합학과,1,0,58,65,78,88,3,52,,,,
498,,,서지우,24,여,False,03,10,22,06,False,5,3,4,5,1,True,호텔관광외식경영학부 외식경영학전공,6,0,53,99,42,28,76,5,,,,
499,,,이도윤,22,남,True,00,07,03,07,False,3,4,4,4,0,False,콘텐츠소프트웨어학과,5,0,61,13,40,31,29,15,,,,
500,,,김유준,27,남,True,03,10,03,10,False,4,0,3,7,1,True,생명시스템학부 바이오융합공학전공,4,0,95,5,83,53,44,44,,,,
501,,,김유나,22,여,False,03,10,02,08,False,7,0,3,4,0,True,체육학과,4,0,9,19,68,21,16,32,,,,
502,,,허지우,21,여,False,23,06,02,06,False,1,3,4,5,0,True,패션디자인학과,3,0,90,10,61,19,62,55,,,,
503,,,배은우,24,남,True,22,10,,,True,4,5,1,3,0,True,법학과,4,0,71,75,83,21,50,35,,,,
504,,,김지민,24,여,False,03,07,01,06,False,2,2,5,4,1,True,행정학과,7,1,53,37,6,30,56,47,,,,
505,,,김서윤,23,여,True,22,08,,,True,4,1,5,3,1,False,지능정보융합학과,1,1,20,87,88,52,37,67,,,,
506,,,김소윤,25,여,True,02,06,,,True,1,0,1,5,0,True,글로벌인재학부 국제통상전공,7,1,99,100,44,96,14,34,,,,
507,,,이시우,23,남,False,03,10,,,True,3,1,1,7,1,False,글로벌인재학부 국제통상전공,7,1,89,5,15,37,41,2,,,,
508,,,이유나,23,여,True,02,10,02,06,False,0,3,2,5,0,False,지능정보융합학과,6,1,59,82,78,70,90,92,,,,
509,,,이민수,23,남,True,01,08,,,True,4,5,2,1,1,False,건설환경공학과,6,0,100,62,55,62,35,52,,,,
510,,,이지우,26,여,False,03,08,00,10,False,2,0,5,4,1,False,지구자원시스템공학과,4,1,48,0,43,93,22,35,,,,
511,,,권민서,27,여,False,02,09,02,10,False,5,1,2,1,0,True,글로벌조리학과,2,0,49,76,100,35,89,93,,,,
512,,,이은우,26,남,True,03,10,02,09,False,7,0,2,6,1,False,콘텐츠소프트웨어학과,5,0,86,13,82,85,8,48,,,,
513,,,양승민,21,남,False,22,08,,,True,2,3,3,5,0,False,우주항공시스템학부 지능형드론융합전공,6,1,55,24,51,18,15,3,,,,
514,,,오지후,27,남,True,01,07,01,11,False,2,0,3,5,1,True,나노신소재공학과,7,1,67,86,58,73,0,86,,,,
515,,,김나연,26,여,False,22,11,01,09,False,2,0,2,5,1,True,반도체시스템공학과,4,1,51,19,55,6,60,71,,,,
516,,,김은서,24,여,False,02,11,23,11,False,4,4,2,3,0,False,사이버국방학과,2,0,28,10,32,97,27,54,,,,
517,,,김민수,26,남,True,00,06,22,10,False,2,7,4,7,0,False,국방시스템공학과,4,1,86,51,66,64,44,86,,,,
518,,,김지훈,24,남,False,03,11,00,11,False,2,7,1,6,0,False,창의소프트학부 만화애니메이션텍전공,4,1,47,17,51,34,21,58,,,,
519,,,유은우,28,남,True,03,11,,,True,1,0,2,4,0,True,생명시스템학부 바이오산업자원공학전공,1,1,84,22,60,66,41,98,,,,
520,,,박예준,28,남,False,01,09,03,08,False,2,5,3,1,0,True,국제학부 중국통상학전공,5,1,53,39,47,84,24,20,,,,
521,,,강지후,21,남,False,03,06,22,09,False,2,1,1,4,0,False,글로벌조리학과,1,1,34,85,12,64,52,20,,,,
522,,,오대현,24,남,False,22,11,22,09,False,6,0,3,1,1,False,국제학부 영어데이터융합전공,2,0,58,40,20,41,47,45,,,,
523,,,이예준,23,남,False,23,06,02,09,False,6,6,1,2,0,False,인공지능데이터사이언스학과,5,0,36,21,72,37,25,95,,,,
524,,,최시윤,20,남,False,00,06,01,10,False,5,5,1,6,0,True,생명시스템학부 바이오산업자원공학전공,1,0,28,44,26,56,35,82,,,,
525,,,조채원,21,여,True,02,09,01,09,False,5,6,2,5,0,True,지구자원시스템공학과,2,0,84,18,32,58,60,30,,,,
526,,,이도윤,24,남,False,03,09,,,True,3,0,5,2,0,True,우주항공시스템학부 우주항공공학전공,6,1,99,14,95,18,5,57,,,,
527,,,김대현,23,남,True,03,06,23,08,False,3,0,3,3,0,True,콘텐츠소프트웨어학과,6,1,83,47,81,34,93,88,,,,
528,,,장지우,20,여,False,01,08,23,10,False,3,7,1,7,1,False,창의소프트학부 만화애니메이션텍전공,5,1,54,73,22,22,86,23,,,,
529,,,박예린,23,여,False,03,06,,,True,4,5,5,6,0,False,글로벌조리학과,1,0,48,48,33,48,49,69,,,,
530,,,김지후,21,남,False,01,07,,,True,5,1,3,2,1,False,자유전공학부,3,0,30,76,28,27,79,38,,,,
531,,,문시윤,22,남,True,23,10,01,06,False,3,0,3,1,1,False,우주항공시스템학부 우주항공공학전공,6,1,0,57,31,21,39,14,,,,
532,,,김지훈,24,남,False,00,07,23,09,False,1,4,4,1,0,True,패션디자인학과,2,0,66,21,87,15,92,68,,,,
533,,,오지민,20,여,True,00,06,,,True,5,3,5,6,1,False,국제학부 일어일문학전공,7,0,85,83,84,6,98,6,,,,
534,,,신지민,27,여,False,03,08,22,09,False,0,6,2,3,0,False,우주항공시스템학부 우주항공공학전공,5,1,43,59,4,45,51,98,,,,
535,,,임예은,24,여,False,23,07,00,09,False,3,7,3,7,0,True,미디어커뮤니케이션학과,2,0,18,44,34,65,74,56,,,,
536,,,김민준,22,남,False,22,06,23,06,False,1,0,4,1,1,True,호텔외식관광프랜차이즈경영학과,3,1,96,60,49,41,91,98,,,,
537,,,강유나,23,여,True,02,08,00,10,False,7,4,4,5,0,True,기계공학과,1,1,24,92,4,56,51,8,,,,
538,,,김시윤,20,남,False,01,11,03,06,False,7,7,5,3,1,False,인공지능데이터사이언스학과,3,1,34,36,50,21,96,19,,,,
539,,,문채원,27,여,False,23,08,02,11,False,7,6,3,4,1,False,창의소프트학부 디자인이노베이션전공,4,1,16,32,42,74,0,88,,,,
540,,,서지민,28,여,False,23,06,03,10,False,6,7,1,2,0,True,국방시스템공학과,1,0,65,64,61,99,78,47,,,,
541,,,김지안,26,여,False,23,09,02,09,False,0,1,3,2,0,True,호텔관광외식경영학부 호텔관광경영학전공,5,0,47,39,39,64,89,88,,,,
542,,,김하준,22,남,False,02,06,22,08,False,6,7,4,5,0,True,글로벌조리학과,7,1,28,43,24,27,75,21,,,,
543,,,문지민,23,여,False,00,09,03,06,False,1,2,4,5,1,False,물리천문학과,3,0,81,48,63,72,74,57,,,,
544,,,심시우,25,남,False,23,11,,,True,1,5,1,5,1,False,호텔외식관광프랜차이즈경영학과,6,0,53,82,20,91,10,46,,,,
545,,,고지후,20,남,False,01,08,00,08,False,5,4,2,4,1,False,글로벌조리학과,4,0,36,18,72,94,77,81,,,,
546,,,박지우,23,여,True,22,06,,,True,1,1,4,7,0,False,창의소프트학부 만화애니메이션텍전공,7,1,37,77,26,73,31,12,,,,
547,,,안수아,28,여,True,00,11,02,07,False,4,0,4,5,1,False,자유전공학부,1,0,61,5,48,3,38,65,,,,
548,,,구수아,25,여,False,01,11,03,06,False,3,6,4,1,0,True,미디어커뮤니케이션학과,4,0,26,61,92,15,48,73,,,,
549,,,장도윤,26,남,False,00,10,,,True,2,0,2,2,1,False,창의소프트학부 디자인이노베이션전공,4,0,6,49,28,65,31,88,,,,
550,,,강지안,28,여,True,22,06,01,11,False,2,5,5,6,0,False,생명시스템학부 식품생명공학전공,2,1,41,67,56,72,5,66,,,,
551,,,이은서,20,여,False,01,07,22,11,False,4,1,4,6,0,False,반도체시스템공학과,5,0,47,79,59,8,94,77,,,,
552,,,이대현,21,남,False,00,11,,,True,3,4,4,4,0,False,호텔관광외식경영학부 호텔관광경영학전공,5,0,10,35,71,61,31,3,,,,
553,,,박유나,22,여,False,22,10,01,07,False,7,4,2,5,0,False,AI로봇학과,2,1,27,18,48,24,96,33,,,,
554,,,백대현,24,남,True,02,06,23,08,False,5,7,3,1,1,False,지능정보융합학과,4,0,39,58,16,59,59,44,,,,
555,,,오지안,27,여,False,02,10,23,06,False,3,4,4,2,0,True,음악과,4,1,83,50,65,96,82,10,,,,
556,,,박지민,25,여,True,23,06,01,09,False,6,2,3,6,1,True,우주항공시스템학부 항공시스템공학전공,2,0,71,21,73,38,58,36,,,,
557,,,최하윤,20,여,True,02,07,00,09,False,6,3,1,5,0,False,무용과,6,0,86,26,15,66,5,46,,,,
558,,,배하윤,25,여,False,22,08,,,True,5,3,4,3,1,True,인공지능데이터사이언스학과,1,1,48,98,10,70,42,34,,,,
559,,,윤예린,20,여,False,22,10,01,06,False,5,5,1,2,0,False,음악과,5,0,90,1,24,18,67,63,,,,
560,,,김서준,20,남,False,23,10,02,06,False,6,4,4,4,0,False,화학과,4,1,59,61,63,9,28,88,,,,
561,,,김건우,20,남,False,23,10,,,True,4,1,1,4,1,False,음악과,7,0,9,49,23,42,36,90,,,,
562,,,이민준,24,남,False,22,06,03,09,False,2,2,2,7,1,False,생명시스템학부 바이오융합공학전공,6,0,96,47,50,65,5,71,,,,
563,,,이건우,20,남,False,23,09,23,11,False,0,6,1,1,0,False,국방시스템공학과,7,1,16,76,98,42,36,99,,,,
564,,,김민서,28,여,True,02,09,00,06,False,5,7,1,4,0,False,회화과,4,1,67,47,48,12,58,88,,,,
565,,,박수아,23,여,False,03,09,23,10,False,6,5,3,1,0,False,국어국문학과,3,0,53,90,66,67,78,94,,,,
566,,,고소윤,27,여,True,00,10,03,08,False,6,3,5,1,1,False,AI로봇학과,1,1,62,9,32,21,91,48,,,,
567,,,이지민,27,여,False,00,06,03,09,False,0,6,3,3,1,True,영화예술학과,5,1,69,4,29,43,61,66,,,,
568,,,이예은,26,여,False,03,07,00,10,False,6,7,3,1,1,True,패션디자인학과,3,1,25,7,25,94,40,41,,,,
569,,,차지안,26,여,False,02,07,,,True,5,0,3,5,0,False,생명시스템학부 바이오산업자원공학전공,7,1,24,4,42,61,82,51,,,,
570,,,김다은,24,여,False,23,08,,,True,1,1,3,4,0,False,인공지능데이터사이언스학과,7,0,71,52,7,40,27,64,,,,
571,,,문서윤,23,여,False,02,09,,,True,2,0,3,5,1,False,경제학과,6,1,63,94,13,54,87,96,,,,
572,,,이서윤,26,여,False,22,06,01,07,False,2,5,4,6,0,False,우주항공시스템학부 우주항공공학전공,7,0,76,14,49,25,35,85,,,,
573,,,장예은,28,여,False,00,09,03,10,False,1,4,3,6,1,True,행정학과,5,0,22,68,20,23,16,52,,,,
574,,,정하준,20,남,True,23,07,03,08,False,6,1,3,1,1,False,건축공학과,2,0,95,73,3,74,88,32,,,,
575,,,김민수,26,남,False,01,09,22,09,False,1,4,3,4,0,True,행정학과,4,1,78,80,21,39,66,74,,,,
576,,,김은서,21,여,False,01,09,22,08,False,6,1,5,7,0,False,자유전공학부,3,1,6,90,50,69,88,31,,,,
577,,,박다은,27,여,False,22,09,23,08,False,5,0,4,3,1,True,인공지능데이터사이언스학과,4,1,38,98,88,37,73,83,,,,
578,,,민민준,23,남,True,00,11,,,True,3,3,2,4,1,False,음악과,3,1,87,70,12,60,29,8,,,,
579,,,이건우,28,남,False,02,07,22,08,False,0,2,1,4,0,True,법학과,1,0,22,46,35,68,28,87,,,,
580,,,성은우,24,남,True,02,08,,,True,3,0,1,2,0,False,국제학부 일어일문학전공,4,1,62,100,5,7,61,18,,,,
581,,,박승민,27,남,False,01,09,23,06,False,1,5,4,5,1,False,생명시스템학부 식품생명공학전공,1,1,74,82,26,2,56,12,,,,
582,,,박하준,20,남,False,01,10,,,True,5,4,4,6,1,True,AI로봇학과,3,0,36,13,49,56,13,61,,,,
583,,,김서연,22,여,False,02,06,03,11,False,0,4,4,7,1,True,양자원자력공학과,5,0,44,66,55,6,22,69,,,,
584,,,홍윤서,22,여,False,01,11,01,06,False,3,1,4,2,1,True,국방시스템공학과,6,0,9,77,39,2,85,9,,,,
585,,,김지우,21,여,False,02,07,02,09,False,5,6,3,6,1,False,경영학부,1,0,74,46,67,57,27,5,,,,
586,,,김도윤,24,남,False,00,09,22,11,False,7,5,5,2,1,True,회화과,6,1,56,58,0,99,17,96,,,,
587,,,남지훈,24,남,False,02,08,,,True,4,0,4,7,1,True,영화예술학과,2,1,20,78,18,96,100,20,,,,
588,,,류하준,26,남,False,22,09,23,11,False,3,3,5,3,1,True,음악과,2,0,89,81,59,4,56,74,,,,
589,,,박지우,25,여,False,00,06,,,True,3,0,3,5,0,False,환경융합공학과,2,0,85,32,52,90,99,66,,,,
590,,,백은우,23,남,False,22,06,00,09,False,1,0,3,4,1,True,창의소프트학부 만화애니메이션텍전공,5,0,89,96,51,70,48,10,,,,
591,,,서지우,20,여,False,02,09,22,08,False,6,6,3,2,0,True,체육학과,2,0,78,16,40,31,57,99,,,,
592,,,서서준,28,남,False,01,08,,,True,3,2,2,1,0,True,지능정보융합학과,7,1,48,28,22,81,14,57,,,,
593,,,김은서,24,여,False,00,06,03,10,False,3,3,4,6,0,False,호텔관광외식경영학부 호텔관광경영학전공,7,1,20,60,15,12,79,19,,,,
594,,,최민수,21,남,False,03,09,03,09,False,0,3,4,1,1,False,경영학부,3,0,10,67,96,47,13,10,,,,
595,,,박서연,28,여,False,00,06,,,True,1,2,4,3,0,True,경영학부,5,0,73,50,58,12,21,20,,,,
596,,,송예린,24,여,True,01,10,00,10,False,6,4,1,4,1,True,건설환경공학과,5,0,79,50,79,30,90,0,,,,
597,,,김재윤,27,남,True,22,06,02,06,False,6,5,1,4,0,True,국방시스템공학과,1,0,30,60,98,63,53,88,,,,
598,,,이서준,26,남,False,03,07,02,07,False,1,6,2,1,0,False,영화예술학과,3,0,26,99,51,88,53,4,,,,
599,,,권시윤,28,남,False,01,07,,,True,4,0,2,7,1,False,반도체시스템공학과,1,1,98,36,24,1,85,98,,,,
600,,,한은서,23,여,False,00,06,23,10,False,3,1,5,3,1,False,영화예술학과,3,1,75,79,26,87,96,49,,,,
601,,,이하윤,23,여,True,01,11,02,09,False,2,6,2,5,1,False,경제학과,7,1,3,26,84,89,84,61,,,,
602,,,이은서,28,여,True,03,06,23,06,False,7,1,1,6,1,True,패션디자인학과,7,1,60,90,63,28,77,19,,,,
603,,,김나연,21,여,False,02,07,,,True,2,1,1,3,0,False,AI융합전자공학과,2,1,11,48,35,53,22,0,,,,
604,,,박채원,23,여,False,02,11,,,True,2,1,1,4,0,True,수학통계학과,2,0,1,57,61,46,30,43,,,,
605,,,류현우,20,남,True,03,10,00,10,False,2,3,3,5,0,True,창의소프트학부 만화애니메이션텍전공,5,0,2,37,48,13,71,0,,,,
606,,,남수아,22,여,False,02,10,23,07,False,1,3,4,2,1,True,건축학과,7,1,32,80,78,43,31,44,,,,
607,,,권승현,27,남,False,23,10,00,08,False,7,5,3,2,1,False,호텔외식관광프랜차이즈경영학과,5,1,0,67,14,56,99,41,,,,
608,,,이유준,24,남,False,22,11,01,11,False,7,1,3,2,0,False,건설환경공학과,5,1,53,82,20,19,86,74,,,,
609,,,우준우,20,남,False,23,07,00,09,False,3,3,5,3,1,True,반도체시스템공학과,2,1,28,22,59,67,57,36,,,,
610,,,김은서,24,여,False,03,08,02,08,False,3,0,5,2,0,False,자유전공학부,2,0,86,8,82,20,60,54,,,,
611,,,이하윤,28,여,False,01,09,03,09,False,3,4,5,4,1,False,국제학부 일어일문학전공,2,0,95,17,86,66,39,15,,,,
612,,,홍수아,24,여,True,01,10,23,06,False,7,1,3,4,1,True,무용과,2,0,90,14,0,72,11,37,,,,
613,,,김유준,22,남,False,00,08,02,08,False,5,6,2,2,0,False,우주항공시스템학부 지능형드론융합전공,2,1,14,41,62,96,34,62,,,,
614,,,차시윤,20,남,False,00,08,02,07,False,6,3,3,7,0,False,환경융합공학과,1,0,85,72,93,54,68,73,,,,
615,,,박나연,24,여,True,22,10,00,07,False,6,5,4,5,0,True,콘텐츠소프트웨어학과,4,0,4,1,58,66,28,57,,,,
